Unnamed: 0,Area,Item,Year,hg/ha_yield,average_rain_fall_mm_per_year,pesticides_tonnes,avg_temp,carbon_footprint_kg_CO2_ha
2905,Brazil,Sweet potatoes,1993,107920,1761.0,75658.33,21.94,1274.9286077457482
2906,Brazil,Sweet potatoes,1993,107920,1761.0,75658.33,20.49,1246.2271763247072
2907,Brazil,Sweet potatoes,1993,107920,1761.0,75658.33,17.93,1129.7489923902906
2908,Brazil,Sweet potatoes,1993,107920,1761.0,75658.33,17.93,1386.0027755842643
2909,Brazil,Sweet potatoes,1993,107920,1761.0,75658.33,28.18,1091.2971010998665
2910,Brazil,Sweet potatoes,1993,107920,1761.0,75658.33,20.49,1100.8162400616764
2911,Brazil,Sweet potatoes,1993,107920,1761.0,75658.33,26.89,1300.05529798313
2912,Brazil,Sweet potatoes,1993,107920,1761.0,75658.33,18.69,1246.1057098619558
2913,Brazil,Sweet potatoes,1993,107920,1761.0,75658.33,26.06,1029.1952756927412
2914,Brazil,Sweet potatoes,1993,107920,1761.0,75658.33,24.65,1394.6211768123771
2915,Brazil,Sweet potatoes,1993,107920,1761.0,75658.33,25.41,1209.4789090342927
2916,Brazil,Wheat,1993,14825,1761.0,75658.33,21.94,1888.5397945868353
2917,Brazil,Wheat,1993,14825,1761.0,75658.33,20.49,2175.2683546505345
2918,Brazil,Wheat,1993,14825,1761.0,75658.33,17.93,1800.1144099796115
2919,Brazil,Wheat,1993,14825,1761.0,75658.33,17.93,1886.4752809187867
2920,Brazil,Wheat,1993,14825,1761.0,75658.33,28.18,1838.8089361142206
2921,Brazil,Wheat,1993,14825,1761.0,75658.33,20.49,1888.6959347370025
2922,Brazil,Wheat,1993,14825,1761.0,75658.33,26.89,2126.5234203416776
2923,Brazil,Wheat,1993,14825,1761.0,75658.33,18.69,2163.8503237637838
2924,Brazil,Wheat,1993,14825,1761.0,75658.33,26.06,2190.468310544125
2925,Brazil,Wheat,1993,14825,1761.0,75658.33,24.65,1997.7227377689233
2926,Brazil,Wheat,1993,14825,1761.0,75658.33,25.41,1834.106138416855
2927,Brazil,Yams,1993,91471,1761.0,75658.33,21.94,1170.6423777037435
2928,Brazil,Yams,1993,91471,1761.0,75658.33,20.49,1031.3849259722197
2929,Brazil,Yams,1993,91471,1761.0,75658.33,17.93,1125.041827671983
2930,Brazil,Yams,1993,91471,1761.0,75658.33,17.93,1311.615196119987
2931,Brazil,Yams,1993,91471,1761.0,75658.33,28.18,1126.884544654461
2932,Brazil,Yams,1993,91471,1761.0,75658.33,20.49,1065.1094100476087
2933,Brazil,Yams,1993,91471,1761.0,75658.33,26.89,1234.706002518133
2934,Brazil,Yams,1993,91471,1761.0,75658.33,18.69,1092.122183284373
2935,Brazil,Yams,1993,91471,1761.0,75658.33,26.06,1242.1360927805779
2936,Brazil,Yams,1993,91471,1761.0,75658.33,24.65,1082.7483814107402
2937,Brazil,Yams,1993,91471,1761.0,75658.33,25.41,1288.5548248693817
2938,Brazil,Cassava,1994,132173,1761.0,84312.78,21.91,1080.3430273916945
2939,Brazil,Cassava,1994,132173,1761.0,84312.78,20.77,1122.5267609075406
2940,Brazil,Cassava,1994,132173,1761.0,84312.78,18.42,1291.1445115026486
2941,Brazil,Cassava,1994,132173,1761.0,84312.78,18.42,1066.960246946673
2942,Brazil,Cassava,1994,132173,1761.0,84312.78,27.53,1009.7308745259386
2943,Brazil,Cassava,1994,132173,1761.0,84312.78,20.77,1073.3826024441018
2944,Brazil,Cassava,1994,132173,1761.0,84312.78,26.9,1219.8664382047764
2945,Brazil,Cassava,1994,132173,1761.0,84312.78,19.15,1246.7274667140066
2946,Brazil,Cassava,1994,132173,1761.0,84312.78,26.05,1216.1148893596142
2947,Brazil,Cassava,1994,132173,1761.0,84312.78,24.71,1156.8330454800493
2948,Brazil,Cassava,1994,132173,1761.0,84312.78,25.42,1125.8072318976651
2949,Brazil,Maize,1994,23629,1761.0,84312.78,21.91,2492.689204151242
2950,Brazil,Maize,1994,23629,1761.0,84312.78,20.77,2513.1143296506375
2951,Brazil,Maize,1994,23629,1761.0,84312.78,18.42,2675.9020266486464
2952,Brazil,Maize,1994,23629,1761.0,84312.78,18.42,2389.7566724803314
2953,Brazil,Maize,1994,23629,1761.0,84312.78,27.53,2606.916743489545
2954,Brazil,Maize,1994,23629,1761.0,84312.78,20.77,2661.471113338973
2955,Brazil,Maize,1994,23629,1761.0,84312.78,26.9,2380.257445761957
2956,Brazil,Maize,1994,23629,1761.0,84312.78,19.15,2681.02884772455
2957,Brazil,Maize,1994,23629,1761.0,84312.78,26.05,2335.112059535806
2958,Brazil,Maize,1994,23629,1761.0,84312.78,24.71,2633.9191835878023
2959,Brazil,Maize,1994,23629,1761.0,84312.78,25.42,2365.4209669950783
2960,Brazil,Potatoes,1994,144802,1761.0,84312.78,21.91,2191.9871127150923
2961,Brazil,Potatoes,1994,144802,1761.0,84312.78,20.77,2175.6395800732885
2962,Brazil,Potatoes,1994,144802,1761.0,84312.78,18.42,2297.9562871469006
2963,Brazil,Potatoes,1994,144802,1761.0,84312.78,18.42,2364.013554771491
2964,Brazil,Potatoes,1994,144802,1761.0,84312.78,27.53,2394.9016544151978
2965,Brazil,Potatoes,1994,144802,1761.0,84312.78,20.77,2388.472549020535
2966,Brazil,Potatoes,1994,144802,1761.0,84312.78,26.9,2387.64820935774
2967,Brazil,Potatoes,1994,144802,1761.0,84312.78,19.15,2061.24899077921
2968,Brazil,Potatoes,1994,144802,1761.0,84312.78,26.05,2120.100007532569
2969,Brazil,Potatoes,1994,144802,1761.0,84312.78,24.71,2228.8169051096374
2970,Brazil,Potatoes,1994,144802,1761.0,84312.78,25.42,2212.6433736038557
2971,Brazil,"Rice, paddy",1994,23876,1761.0,84312.78,21.91,1390.1784963111454
2972,Brazil,"Rice, paddy",1994,23876,1761.0,84312.78,20.77,1145.7507944669594
2973,Brazil,"Rice, paddy",1994,23876,1761.0,84312.78,18.42,1354.0043401742641
2974,Brazil,"Rice, paddy",1994,23876,1761.0,84312.78,18.42,1286.5454568666732
2975,Brazil,"Rice, paddy",1994,23876,1761.0,84312.78,27.53,1096.9345367958367
2976,Brazil,"Rice, paddy",1994,23876,1761.0,84312.78,20.77,1052.104864810343
2977,Brazil,"Rice, paddy",1994,23876,1761.0,84312.78,26.9,1241.2638031159604
2978,Brazil,"Rice, paddy",1994,23876,1761.0,84312.78,19.15,1382.7542954602613
2979,Brazil,"Rice, paddy",1994,23876,1761.0,84312.78,26.05,1171.2339557184375
2980,Brazil,"Rice, paddy",1994,23876,1761.0,84312.78,24.71,1305.8902209894889
2981,Brazil,"Rice, paddy",1994,23876,1761.0,84312.78,25.42,1002.5669611316603
2982,Brazil,Sorghum,1994,19056,1761.0,84312.78,21.91,1650.9800436294825
2983,Brazil,Sorghum,1994,19056,1761.0,84312.78,20.77,1766.6065856024002
2984,Brazil,Sorghum,1994,19056,1761.0,84312.78,18.42,1610.0010131485328
2985,Brazil,Sorghum,1994,19056,1761.0,84312.78,18.42,1848.0503521177336
2986,Brazil,Sorghum,1994,19056,1761.0,84312.78,27.53,1929.3286071496143
2987,Brazil,Sorghum,1994,19056,1761.0,84312.78,20.77,1759.8485498339453
2988,Brazil,Sorghum,1994,19056,1761.0,84312.78,26.9,1686.8837219371949
2989,Brazil,Sorghum,1994,19056,1761.0,84312.78,19.15,1660.2754593564619
2990,Brazil,Sorghum,1994,19056,1761.0,84312.78,26.05,1654.0256889516013
2991,Brazil,Sorghum,1994,19056,1761.0,84312.78,24.71,1873.3184299569816
2992,Brazil,Sorghum,1994,19056,1761.0,84312.78,25.42,1808.400666944218
2993,Brazil,Soybeans,1994,21632,1761.0,84312.78,21.91,1458.4715832097659
2994,Brazil,Soybeans,1994,21632,1761.0,84312.78,20.77,1615.7737326025513
2995,Brazil,Soybeans,1994,21632,1761.0,84312.78,18.42,1667.8455022104922
2996,Brazil,Soybeans,1994,21632,1761.0,84312.78,18.42,1671.2520441492538
2997,Brazil,Soybeans,1994,21632,1761.0,84312.78,27.53,1378.4457148439128
2998,Brazil,Soybeans,1994,21632,1761.0,84312.78,20.77,1329.5270262092595
2999,Brazil,Soybeans,1994,21632,1761.0,84312.78,26.9,1502.059148883288
3000,Brazil,Soybeans,1994,21632,1761.0,84312.78,19.15,1494.4144367912743
3001,Brazil,Soybeans,1994,21632,1761.0,84312.78,26.05,1607.5821922311814
3002,Brazil,Soybeans,1994,21632,1761.0,84312.78,24.71,1576.555424474621
3003,Brazil,Soybeans,1994,21632,1761.0,84312.78,25.42,1497.6576444635577
3004,Brazil,Sweet potatoes,1994,113070,1761.0,84312.78,21.91,1334.9374763619485
3005,Brazil,Sweet potatoes,1994,113070,1761.0,84312.78,20.77,1035.3154126199418
3006,Brazil,Sweet potatoes,1994,113070,1761.0,84312.78,18.42,1130.4552744980867
3007,Brazil,Sweet potatoes,1994,113070,1761.0,84312.78,18.42,1324.663093037656
3008,Brazil,Sweet potatoes,1994,113070,1761.0,84312.78,27.53,1156.0782103145282
3009,Brazil,Sweet potatoes,1994,113070,1761.0,84312.78,20.77,1067.2882201464786
3010,Brazil,Sweet potatoes,1994,113070,1761.0,84312.78,26.9,1250.4471496874419
3011,Brazil,Sweet potatoes,1994,113070,1761.0,84312.78,19.15,1133.9489726541829
3012,Brazil,Sweet potatoes,1994,113070,1761.0,84312.78,26.05,1138.0243863563915
3013,Brazil,Sweet potatoes,1994,113070,1761.0,84312.78,24.71,1235.0808211564708
3014,Brazil,Sweet potatoes,1994,113070,1761.0,84312.78,25.42,1009.4003812010184
3015,Brazil,Wheat,1994,15541,1761.0,84312.78,21.91,2176.4472931188875
3016,Brazil,Wheat,1994,15541,1761.0,84312.78,20.77,2141.0044660375843
3017,Brazil,Wheat,1994,15541,1761.0,84312.78,18.42,1927.732364177723
3018,Brazil,Wheat,1994,15541,1761.0,84312.78,18.42,2123.7081245954596
3019,Brazil,Wheat,1994,15541,1761.0,84312.78,27.53,1892.0902456833753
3020,Brazil,Wheat,1994,15541,1761.0,84312.78,20.77,1979.6077968760083
3021,Brazil,Wheat,1994,15541,1761.0,84312.78,26.9,2171.378876855081
3022,Brazil,Wheat,1994,15541,1761.0,84312.78,19.15,2080.354913775285
3023,Brazil,Wheat,1994,15541,1761.0,84312.78,26.05,2103.429906487716
3024,Brazil,Wheat,1994,15541,1761.0,84312.78,24.71,1829.0021386149242
3025,Brazil,Wheat,1994,15541,1761.0,84312.78,25.42,1839.042879427151
3026,Brazil,Yams,1994,91667,1761.0,84312.78,21.91,1080.4987937034673
3027,Brazil,Yams,1994,91667,1761.0,84312.78,20.77,1212.709674887727
3028,Brazil,Yams,1994,91667,1761.0,84312.78,18.42,1123.1112774299354
3029,Brazil,Yams,1994,91667,1761.0,84312.78,18.42,1265.84206156034
3030,Brazil,Yams,1994,91667,1761.0,84312.78,27.53,1290.2787246247153
3031,Brazil,Yams,1994,91667,1761.0,84312.78,20.77,1125.0316481877414
3032,Brazil,Yams,1994,91667,1761.0,84312.78,26.9,1264.8631182829715
3033,Brazil,Yams,1994,91667,1761.0,84312.78,19.15,1080.2146312864513
3034,Brazil,Yams,1994,91667,1761.0,84312.78,26.05,1217.0273410546226
3035,Brazil,Yams,1994,91667,1761.0,84312.78,24.71,1293.4303960524321
3036,Brazil,Yams,1994,91667,1761.0,84312.78,25.42,1076.1930491892715
3037,Brazil,Cassava,1995,130631,1761.0,92967.22,22.07,1106.8970841050618
3038,Brazil,Cassava,1995,130631,1761.0,92967.22,20.61,1376.8622691209498
3039,Brazil,Cassava,1995,130631,1761.0,92967.22,18.27,1121.6597177783133
3040,Brazil,Cassava,1995,130631,1761.0,92967.22,18.27,1246.31754196991
3041,Brazil,Cassava,1995,130631,1761.0,92967.22,27.52,1311.335464090831
3042,Brazil,Cassava,1995,130631,1761.0,92967.22,20.61,1098.872726003045
3043,Brazil,Cassava,1995,130631,1761.0,92967.22,27.34,1255.394950968718
3044,Brazil,Cassava,1995,130631,1761.0,92967.22,18.89,1114.4016809126358
3045,Brazil,Cassava,1995,130631,1761.0,92967.22,26.05,1386.4244468093987
3046,Brazil,Cassava,1995,130631,1761.0,92967.22,24.77,1136.755705385211
3047,Brazil,Cassava,1995,130631,1761.0,92967.22,25.65,1045.9666155666973
3048,Brazil,Maize,1995,26005,1761.0,92967.22,22.07,2383.8704998128032
3049,Brazil,Maize,1995,26005,1761.0,92967.22,20.61,2420.604369424674
3050,Brazil,Maize,1995,26005,1761.0,92967.22,18.27,2637.2640402151537
3051,Brazil,Maize,1995,26005,1761.0,92967.22,18.27,2616.3121656521676
3052,Brazil,Maize,1995,26005,1761.0,92967.22,27.52,2546.580241969656
3053,Brazil,Maize,1995,26005,1761.0,92967.22,20.61,2492.481715833778
3054,Brazil,Maize,1995,26005,1761.0,92967.22,27.34,2692.8768251813885
3055,Brazil,Maize,1995,26005,1761.0,92967.22,18.89,2535.490232994669
3056,Brazil,Maize,1995,26005,1761.0,92967.22,26.05,2343.4872237579234
3057,Brazil,Maize,1995,26005,1761.0,92967.22,24.77,2444.5973244267598
3058,Brazil,Maize,1995,26005,1761.0,92967.22,25.65,2397.7831168719254
3059,Brazil,Potatoes,1995,152304,1761.0,92967.22,22.07,2190.64134388408
3060,Brazil,Potatoes,1995,152304,1761.0,92967.22,20.61,2374.73678460415
3061,Brazil,Potatoes,1995,152304,1761.0,92967.22,18.27,2201.2858716599867
3062,Brazil,Potatoes,1995,152304,1761.0,92967.22,18.27,2331.891196463449
3063,Brazil,Potatoes,1995,152304,1761.0,92967.22,27.52,2243.191581093751
3064,Brazil,Potatoes,1995,152304,1761.0,92967.22,20.61,2076.08164158652
3065,Brazil,Potatoes,1995,152304,1761.0,92967.22,27.34,2084.3265820252977
3066,Brazil,Potatoes,1995,152304,1761.0,92967.22,18.89,2369.4642897341364
3067,Brazil,Potatoes,1995,152304,1761.0,92967.22,26.05,2253.010258480567
3068,Brazil,Potatoes,1995,152304,1761.0,92967.22,24.77,2247.9313361522163
3069,Brazil,Potatoes,1995,152304,1761.0,92967.22,25.65,2267.4550039990977
3070,Brazil,"Rice, paddy",1995,25668,1761.0,92967.22,22.07,1363.0758320803782
3071,Brazil,"Rice, paddy",1995,25668,1761.0,92967.22,20.61,1352.4650693234655
3072,Brazil,"Rice, paddy",1995,25668,1761.0,92967.22,18.27,1000.541879259715
3073,Brazil,"Rice, paddy",1995,25668,1761.0,92967.22,18.27,1270.451528384941
3074,Brazil,"Rice, paddy",1995,25668,1761.0,92967.22,27.52,1346.1359535877868
3075,Brazil,"Rice, paddy",1995,25668,1761.0,92967.22,20.61,1186.2185421920851
3076,Brazil,"Rice, paddy",1995,25668,1761.0,92967.22,27.34,1074.7222961528062
3077,Brazil,"Rice, paddy",1995,25668,1761.0,92967.22,18.89,1358.7768595824282
3078,Brazil,"Rice, paddy",1995,25668,1761.0,92967.22,26.05,1098.193263963812
3079,Brazil,"Rice, paddy",1995,25668,1761.0,92967.22,24.77,1158.9820823846842
3080,Brazil,"Rice, paddy",1995,25668,1761.0,92967.22,25.65,1003.9379494103257
3081,Brazil,Sorghum,1995,17981,1761.0,92967.22,22.07,1730.2061842171158
3082,Brazil,Sorghum,1995,17981,1761.0,92967.22,20.61,1847.7789454693484
3083,Brazil,Sorghum,1995,17981,1761.0,92967.22,18.27,1964.2340669383555
3084,Brazil,Sorghum,1995,17981,1761.0,92967.22,18.27,1866.0490215090308
3085,Brazil,Sorghum,1995,17981,1761.0,92967.22,27.52,1932.4829303826314
3086,Brazil,Sorghum,1995,17981,1761.0,92967.22,20.61,1750.304424778688
3087,Brazil,Sorghum,1995,17981,1761.0,92967.22,27.34,1632.8075227324239
3088,Brazil,Sorghum,1995,17981,1761.0,92967.22,18.89,1793.9856567593233
3089,Brazil,Sorghum,1995,17981,1761.0,92967.22,26.05,1783.4657583030007
3090,Brazil,Sorghum,1995,17981,1761.0,92967.22,24.77,1624.821085125237
3091,Brazil,Sorghum,1995,17981,1761.0,92967.22,25.65,1882.313972920655
3092,Brazil,Soybeans,1995,21998,1761.0,92967.22,22.07,1337.6959566019136
3093,Brazil,Soybeans,1995,21998,1761.0,92967.22,20.61,1412.842718645686
3094,Brazil,Soybeans,1995,21998,1761.0,92967.22,18.27,1317.0444999948018
3095,Brazil,Soybeans,1995,21998,1761.0,92967.22,18.27,1393.9834482196457
3096,Brazil,Soybeans,1995,21998,1761.0,92967.22,27.52,1322.1203546539375
3097,Brazil,Soybeans,1995,21998,1761.0,92967.22,20.61,1425.3891837235903
3098,Brazil,Soybeans,1995,21998,1761.0,92967.22,27.34,1639.8043716573616
3099,Brazil,Soybeans,1995,21998,1761.0,92967.22,18.89,1670.9619001006467
3100,Brazil,Soybeans,1995,21998,1761.0,92967.22,26.05,1408.3529143199803
3101,Brazil,Soybeans,1995,21998,1761.0,92967.22,24.77,1377.4541074262395
3102,Brazil,Soybeans,1995,21998,1761.0,92967.22,25.65,1564.0089763919348
3103,Brazil,Sweet potatoes,1995,110676,1761.0,92967.22,22.07,1137.9010740201884
3104,Brazil,Sweet potatoes,1995,110676,1761.0,92967.22,20.61,1140.7115364179447
3105,Brazil,Sweet potatoes,1995,110676,1761.0,92967.22,18.27,1229.1329358369696
3106,Brazil,Sweet potatoes,1995,110676,1761.0,92967.22,18.27,1042.769239708397
3107,Brazil,Sweet potatoes,1995,110676,1761.0,92967.22,27.52,1104.9029577582673
3108,Brazil,Sweet potatoes,1995,110676,1761.0,92967.22,20.61,1119.2678219697243
3109,Brazil,Sweet potatoes,1995,110676,1761.0,92967.22,27.34,1249.0792934937028
3110,Brazil,Sweet potatoes,1995,110676,1761.0,92967.22,18.89,1391.7587680839683
3111,Brazil,Sweet potatoes,1995,110676,1761.0,92967.22,26.05,1136.1312928950792
3112,Brazil,Sweet potatoes,1995,110676,1761.0,92967.22,24.77,1296.6181888437786
3113,Brazil,Sweet potatoes,1995,110676,1761.0,92967.22,25.65,1344.6620903622832
3114,Brazil,Wheat,1995,15420,1761.0,92967.22,22.07,1913.6172871136368
3115,Brazil,Wheat,1995,15420,1761.0,92967.22,20.61,1892.8357814965734
3116,Brazil,Wheat,1995,15420,1761.0,92967.22,18.27,1891.4329059697816
3117,Brazil,Wheat,1995,15420,1761.0,92967.22,18.27,2084.0437805202887
3118,Brazil,Wheat,1995,15420,1761.0,92967.22,27.52,2195.964735053821
3119,Brazil,Wheat,1995,15420,1761.0,92967.22,20.61,2035.0486537005168
3120,Brazil,Wheat,1995,15420,1761.0,92967.22,27.34,1940.469831878832
3121,Brazil,Wheat,1995,15420,1761.0,92967.22,18.89,1972.965119959948
3122,Brazil,Wheat,1995,15420,1761.0,92967.22,26.05,2033.1853795369102
3123,Brazil,Wheat,1995,15420,1761.0,92967.22,24.77,2147.276314031647
3124,Brazil,Wheat,1995,15420,1761.0,92967.22,25.65,1878.1469299509067
3125,Brazil,Yams,1995,91587,1761.0,92967.22,22.07,1001.3699225931416
3126,Brazil,Yams,1995,91587,1761.0,92967.22,20.61,1028.795024440416
3127,Brazil,Yams,1995,91587,1761.0,92967.22,18.27,1396.8374490019064
3128,Brazil,Yams,1995,91587,1761.0,92967.22,18.27,1207.4102782155292
3129,Brazil,Yams,1995,91587,1761.0,92967.22,27.52,1065.999386226007
3130,Brazil,Yams,1995,91587,1761.0,92967.22,20.61,1259.1014774662897
3131,Brazil,Yams,1995,91587,1761.0,92967.22,27.34,1096.9481973431323
3132,Brazil,Yams,1995,91587,1761.0,92967.22,18.89,1336.0459479297094
3133,Brazil,Yams,1995,91587,1761.0,92967.22,26.05,1255.6928328553172
3134,Brazil,Yams,1995,91587,1761.0,92967.22,24.77,1054.5255745562092
3135,Brazil,Yams,1995,91587,1761.0,92967.22,25.65,1070.799942007396
3136,Brazil,Cassava,1996,117588,1761.0,101621.67,21.56,1343.0749309950183
3137,Brazil,Cassava,1996,117588,1761.0,101621.67,20.18,1390.5285757791853
3138,Brazil,Cassava,1996,117588,1761.0,101621.67,17.83,1056.1674877741964
3139,Brazil,Cassava,1996,117588,1761.0,101621.67,17.83,1124.1968353705422
3140,Brazil,Cassava,1996,117588,1761.0,101621.67,27.6,1382.768239491575
3141,Brazil,Cassava,1996,117588,1761.0,101621.67,20.18,1004.6370581756214
3142,Brazil,Cassava,1996,117588,1761.0,101621.67,27.07,1388.3811877576072
3143,Brazil,Cassava,1996,117588,1761.0,101621.67,18.63,1385.558666750969
3144,Brazil,Cassava,1996,117588,1761.0,101621.67,25.94,1276.5255880030031
3145,Brazil,Cassava,1996,117588,1761.0,101621.67,24.28,1229.0645565772616
3146,Brazil,Cassava,1996,117588,1761.0,101621.67,25.45,1086.6612625230644
3147,Brazil,Maize,1996,24761,1761.0,101621.67,21.56,2446.747678952197
3148,Brazil,Maize,1996,24761,1761.0,101621.67,20.18,2533.5248883959803
3149,Brazil,Maize,1996,24761,1761.0,101621.67,17.83,2334.6366692662455
3150,Brazil,Maize,1996,24761,1761.0,101621.67,17.83,2645.3791582713425
3151,Brazil,Maize,1996,24761,1761.0,101621.67,27.6,2420.68711321891
3152,Brazil,Maize,1996,24761,1761.0,101621.67,20.18,2480.5092640919897
3153,Brazil,Maize,1996,24761,1761.0,101621.67,27.07,2527.0898214996046
3154,Brazil,Maize,1996,24761,1761.0,101621.67,18.63,2644.052350014161
3155,Brazil,Maize,1996,24761,1761.0,101621.67,25.94,2332.771841564597
3156,Brazil,Maize,1996,24761,1761.0,101621.67,24.28,2616.272919768069
3157,Brazil,Maize,1996,24761,1761.0,101621.67,25.45,2485.2522748696015
3158,Brazil,Potatoes,1996,146506,1761.0,101621.67,21.56,2240.521714780089
3159,Brazil,Potatoes,1996,146506,1761.0,101621.67,20.18,2068.81125751389
3160,Brazil,Potatoes,1996,146506,1761.0,101621.67,17.83,2012.42030946896
3161,Brazil,Potatoes,1996,146506,1761.0,101621.67,17.83,2174.4077951222444
3162,Brazil,Potatoes,1996,146506,1761.0,101621.67,27.6,2186.4520473050243
3163,Brazil,Potatoes,1996,146506,1761.0,101621.67,20.18,2117.4438873015897
3164,Brazil,Potatoes,1996,146506,1761.0,101621.67,27.07,2279.750299376151
3165,Brazil,Potatoes,1996,146506,1761.0,101621.67,18.63,2322.6684696268144
3166,Brazil,Potatoes,1996,146506,1761.0,101621.67,25.94,2253.6829005767704
3167,Brazil,Potatoes,1996,146506,1761.0,101621.67,24.28,2110.1426064234784
3168,Brazil,Potatoes,1996,146506,1761.0,101621.67,25.45,2266.8025856784825
3169,Brazil,"Rice, paddy",1996,26578,1761.0,101621.67,21.56,1274.884289071197
3170,Brazil,"Rice, paddy",1996,26578,1761.0,101621.67,20.18,1334.369872643696
3171,Brazil,"Rice, paddy",1996,26578,1761.0,101621.67,17.83,1281.8604650730304
3172,Brazil,"Rice, paddy",1996,26578,1761.0,101621.67,17.83,1278.7587186520138
3173,Brazil,"Rice, paddy",1996,26578,1761.0,101621.67,27.6,1097.367933253856
3174,Brazil,"Rice, paddy",1996,26578,1761.0,101621.67,20.18,1359.4266669569638
3175,Brazil,"Rice, paddy",1996,26578,1761.0,101621.67,27.07,1155.4563008674977
3176,Brazil,"Rice, paddy",1996,26578,1761.0,101621.67,18.63,1333.133728998865
3177,Brazil,"Rice, paddy",1996,26578,1761.0,101621.67,25.94,1231.1755661138693
3178,Brazil,"Rice, paddy",1996,26578,1761.0,101621.67,24.28,1380.2666834899442
3179,Brazil,"Rice, paddy",1996,26578,1761.0,101621.67,25.45,1083.3905459981527
3180,Brazil,Sorghum,1996,18118,1761.0,101621.67,21.56,1719.4851891387918
3181,Brazil,Sorghum,1996,18118,1761.0,101621.67,20.18,1959.9625744014515
3182,Brazil,Sorghum,1996,18118,1761.0,101621.67,17.83,1761.575839888405
3183,Brazil,Sorghum,1996,18118,1761.0,101621.67,17.83,1772.913015692102
3184,Brazil,Sorghum,1996,18118,1761.0,101621.67,27.6,1832.0782705061445
3185,Brazil,Sorghum,1996,18118,1761.0,101621.67,20.18,1676.2928282567145
3186,Brazil,Sorghum,1996,18118,1761.0,101621.67,27.07,1749.81797483688
3187,Brazil,Sorghum,1996,18118,1761.0,101621.67,18.63,1842.8421488576557
3188,Brazil,Sorghum,1996,18118,1761.0,101621.67,25.94,1965.0774254639916
3189,Brazil,Sorghum,1996,18118,1761.0,101621.67,24.28,1810.6020089899755
3190,Brazil,Sorghum,1996,18118,1761.0,101621.67,25.45,1763.6866930925953
3191,Brazil,Soybeans,1996,22493,1761.0,101621.67,21.56,1521.0788150819499
3192,Brazil,Soybeans,1996,22493,1761.0,101621.67,20.18,1532.64082132796
3193,Brazil,Soybeans,1996,22493,1761.0,101621.67,17.83,1420.9551128824328
3194,Brazil,Soybeans,1996,22493,1761.0,101621.67,17.83,1435.048856081095
3195,Brazil,Soybeans,1996,22493,1761.0,101621.67,27.6,1413.445673894798
3196,Brazil,Soybeans,1996,22493,1761.0,101621.67,20.18,1615.7459664402384
3197,Brazil,Soybeans,1996,22493,1761.0,101621.67,27.07,1682.8888567970268
3198,Brazil,Soybeans,1996,22493,1761.0,101621.67,18.63,1342.3198618250194
3199,Brazil,Soybeans,1996,22493,1761.0,101621.67,25.94,1619.1370005666147
3200,Brazil,Soybeans,1996,22493,1761.0,101621.67,24.28,1616.151844922199
3201,Brazil,Soybeans,1996,22493,1761.0,101621.67,25.45,1387.6051950763713
3202,Brazil,Sweet potatoes,1996,86415,1761.0,101621.67,21.56,1368.039538133883
3203,Brazil,Sweet potatoes,1996,86415,1761.0,101621.67,20.18,1094.335451774671
3204,Brazil,Sweet potatoes,1996,86415,1761.0,101621.67,17.83,1064.829981786168
3205,Brazil,Sweet potatoes,1996,86415,1761.0,101621.67,17.83,1149.0835490485383
3206,Brazil,Sweet potatoes,1996,86415,1761.0,101621.67,27.6,1060.1593078241235
3207,Brazil,Sweet potatoes,1996,86415,1761.0,101621.67,20.18,1042.751557164199
3208,Brazil,Sweet potatoes,1996,86415,1761.0,101621.67,27.07,1170.6049026431547
3209,Brazil,Sweet potatoes,1996,86415,1761.0,101621.67,18.63,1147.1980163034368
3210,Brazil,Sweet potatoes,1996,86415,1761.0,101621.67,25.94,1118.6502669743847
3211,Brazil,Sweet potatoes,1996,86415,1761.0,101621.67,24.28,1192.267606571535
3212,Brazil,Sweet potatoes,1996,86415,1761.0,101621.67,25.45,1018.972572469477
3213,Brazil,Wheat,1996,18334,1761.0,101621.67,21.56,1978.152019728907
3214,Brazil,Wheat,1996,18334,1761.0,101621.67,20.18,1980.0536722882555
3215,Brazil,Wheat,1996,18334,1761.0,101621.67,17.83,1923.4028347640271
3216,Brazil,Wheat,1996,18334,1761.0,101621.67,17.83,1833.236973563565
3217,Brazil,Wheat,1996,18334,1761.0,101621.67,27.6,1836.8973041556008
3218,Brazil,Wheat,1996,18334,1761.0,101621.67,20.18,1807.7382818419878
3219,Brazil,Wheat,1996,18334,1761.0,101621.67,27.07,1888.4895320595626
3220,Brazil,Wheat,1996,18334,1761.0,101621.67,18.63,2096.104398818358
3221,Brazil,Wheat,1996,18334,1761.0,101621.67,25.94,2010.0771466881454
3222,Brazil,Wheat,1996,18334,1761.0,101621.67,24.28,2100.258227856291
3223,Brazil,Wheat,1996,18334,1761.0,101621.67,25.45,2173.7430878410532
3224,Brazil,Yams,1996,91837,1761.0,101621.67,21.56,1034.3321820750389
3225,Brazil,Yams,1996,91837,1761.0,101621.67,20.18,1005.5022936729728
3226,Brazil,Yams,1996,91837,1761.0,101621.67,17.83,1277.357195818226
3227,Brazil,Yams,1996,91837,1761.0,101621.67,17.83,1068.9612574405057
3228,Brazil,Yams,1996,91837,1761.0,101621.67,27.6,1200.5168487311294
3229,Brazil,Yams,1996,91837,1761.0,101621.67,20.18,1268.4086742906325
